Width,Height,Label
0.625,0.19696969696969696,car
0.5797872340425532,0.1111111111111111,fish
0.4015957446808511,0.35353535353535354,house
0.3723404255319149,0.6212121212121212,tree
0.5026595744680851,0.2878787878787879,bicycle
0.5452127659574468,0.48484848484848486,guitar
0.19414893617021275,0.6111111111111112,pencil
0.5691489361702128,0.4898989898989899,clock
0.6303191489361702,0.2222222222222222,car
0.4867021276595745,0.12626262626262627,fish
0.4574468085106383,0.3813131313131313,house
0.5611702127659575,0.6691919191919192,tree
0.5930851063829787,0.3005050505050505,bicycle
0.5797872340425532,0.5227272727272727,guitar
0.4095744680851064,0.494949494949495,pencil
0.48138297872340424,0.44696969696969696,clock
0.6143617021276596,0.2727272727272727,car
0.3617021276595745,0.13131313131313133,fish
0.5452127659574468,0.40404040404040403,house
0.7898936170212766,0.7297979797979798,tree
0.3617021276595745,0.28535353535353536,bicycle
0.18351063829787234,0.4621212121212121,guitar
0.026595744680851064,0.5378787878787878,pencil
0.27393617021276595,0.2601010101010101,clock
0.598404255319149,0.3005050505050505,car
0.5691489361702128,0.17424242424242425,fish
0.6223404255319149,0.5883838383838383,house
0.6037234042553191,0.5606060606060606,tree
0.5611702127659575,0.37626262626262624,bicycle
0.75,0.25,guitar
0.03723404255319149,0.2727272727272727,pencil
0.875,0.8055555555555556,clock
0.5877659574468085,0.37626262626262624,car
0.4308510638297872,0.1994949494949495,fish
0.625,0.6136363636363636,house
0.7579787234042553,0.6944444444444444,tree
0.4148936170212766,0.23737373737373738,bicycle
0.25,0.7095959595959596,guitar
0.05319148936170213,0.7348484848484849,pencil
0.8537234042553191,0.7297979797979798,clock
0.4308510638297872,0.13131313131313133,car
0.526595744680851,0.15404040404040403,fish
0.8218085106382979,0.6136363636363636,house
0.7553191489361702,0.8131313131313131,tree
0.5079787234042553,0.30303030303030304,bicycle
0.3324468085106383,0.8939393939393939,guitar
0.7287234042553191,0,pencil
0.6595744680851063,0.6085858585858586,clock
0.7606382978723404,0.31313131313131315,car
0.7872340425531915,0.4015151515151515,fish
0.7526595744680851,0.7626262626262627,house
0.723404255319149,0.946969696969697,tree
0.6409574468085106,0.5,bicycle
0.7872340425531915,0.6363636363636364,guitar
0.6462765957446809,0.7171717171717171,pencil
0.5478723404255319,0.5277777777777778,clock
0.8031914893617021,0.31565656565656564,car
0.4175531914893617,0.22474747474747475,fish
0.3191489361702128,0.5833333333333334,house
0.4015957446808511,0.5378787878787878,tree
0.3803191489361702,0.26262626262626265,bicycle
0.34574468085106386,0.6641414141414141,guitar
0.2925531914893617,0.6388888888888888,pencil
0.48404255319148937,0.45454545454545453,clock
0.8377659574468085,0.45454545454545453,car
0.35904255319148937,0.5732323232323232,fish
0.43617021276595747,0.5858585858585859,house
0.5851063829787234,0.6515151515151515,tree
0.5319148936170213,0.1717171717171717,bicycle
0.3723404255319149,0.6388888888888888,guitar
0.14893617021276595,0.5909090909090909,pencil
0.31648936170212766,0.3686868686868687,clock
0.6436170212765957,0.17676767676767677,car
0.18617021276595744,0.06818181818181818,fish
0.30851063829787234,0.2878787878787879,house
0.3324468085106383,0.3484848484848485,tree
0.47606382978723405,0.2828282828282828,bicycle
0.21808510638297873,0.14393939393939395,guitar
0.39361702127659576,0.045454545454545456,pencil
0.2473404255319149,0.25757575757575757,clock
0.8138297872340425,0.4823232323232323,car
0.5957446808510638,0.5151515151515151,fish
0.5930851063829787,0.6313131313131313,house
0.6648936170212766,0.8005050505050505,tree
0.8058510638297872,0.5404040404040404,bicycle
0.6888297872340425,0.7222222222222222,guitar
0.5904255319148937,0.6515151515151515,pencil
0.4228723404255319,0.4671717171717172,clock
0.648936170212766,0.23737373737373738,car
0.6542553191489362,0.09343434343434344,fish
0.7313829787234043,0.6717171717171717,house
0.6223404255319149,0.7626262626262627,tree
0.4734042553191489,0.24242424242424243,bicycle
0.9175531914893617,0.6363636363636364,guitar
0.4601063829787234,0.42676767676767674,pencil
0.523936170212766,0.6313131313131313,clock
0.8377659574468085,0.31313131313131315,car
0.7207446808510638,0.31565656565656564,fish
0.8164893617021277,0.5227272727272727,house
0.6223404255319149,0.8131313131313131,tree
0.7313829787234043,0.5909090909090909,bicycle
0.5771276595744681,0.6944444444444444,guitar
0.9361702127659575,0.8383838383838383,pencil
0.7154255319148937,0.8333333333333334,clock
0.8164893617021277,0.21212121212121213,car
0.5851063829787234,0.30808080808080807,fish
0.6436170212765957,0.37373737373737376,house
0.6941489361702128,0.7095959595959596,tree
0.7021276595744681,0.4015151515151515,bicycle
0.2393617021276596,0.7803030303030303,guitar
0,0.5126262626262627,pencil
0.3324468085106383,0.3106060606060606,clock
0.7101063829787234,0.21717171717171718,car
0.4574468085106383,0.21212121212121213,fish
0.3882978723404255,0.4292929292929293,house
0.5345744680851063,0.6363636363636364,tree
0.5824468085106383,0.2601010101010101,bicycle
0.7686170212765957,0.5984848484848485,guitar
0.5026595744680851,0.3484848484848485,pencil
0.5292553191489362,0.3434343434343434,clock
0.3723404255319149,0.11868686868686869,car
0.35904255319148937,0.05303030303030303,fish
0.43882978723404253,0.42676767676767674,house
0.5611702127659575,0.5681818181818182,tree
0.5452127659574468,0.38636363636363635,bicycle
0.1595744680851064,0.5075757575757576,guitar
0.21010638297872342,0.2196969696969697,pencil
0.14627659574468085,0.20202020202020202,clock
0.8829787234042553,0.3282828282828283,car
0.9867021276595744,0.9040404040404041,fish
0.9893617021276596,0.5277777777777778,house
0.8617021276595744,0.9494949494949495,tree
0.8723404255319149,0.5858585858585859,bicycle
0.851063829787234,0.9419191919191919,guitar
0.848404255319149,0.75,pencil
0.34574468085106386,0.7171717171717171,clock
0.6196808510638298,0.1388888888888889,car
0.601063829787234,0.14393939393939395,fish
0.3617021276595745,0.5959595959595959,house
0.7925531914893617,0.7676767676767676,tree
0.6861702127659575,0.3560606060606061,bicycle
0.5531914893617021,0.6792929292929293,guitar
0.3803191489361702,0.40404040404040403,pencil
0.8031914893617021,0.73989898989899,clock
0.7845744680851063,0.3409090909090909,car
0.8617021276595744,0.2702020202020202,fish
0.48404255319148937,0.6919191919191919,house
0.7686170212765957,0.8914141414141414,tree
0.7446808510638298,0.5202020202020202,bicycle
0.8058510638297872,0.7348484848484849,guitar
0.5372340425531915,0.5126262626262627,pencil
0.5372340425531915,0.46464646464646464,clock
0.901595744680851,0.44696969696969696,car
0.5026595744680851,0.13131313131313133,fish
0.6143617021276596,0.76010101010101,house
0.8324468085106383,1,tree
0.7446808510638298,0.48484848484848486,bicycle
0.35106382978723405,0.8636363636363636,guitar
0.18882978723404256,0.8838383838383839,pencil
0.7340425531914894,0.8232323232323232,clock
0.8138297872340425,0.4393939393939394,car
0.7047872340425532,0.31565656565656564,fish
0.7021276595744681,0.553030303030303,house
0.6382978723404256,0.8636363636363636,tree
0.8218085106382979,0.5126262626262627,bicycle
0.7845744680851063,0.6439393939393939,guitar
0.6888297872340425,0.5909090909090909,pencil
0.4441489361702128,0.4772727272727273,clock
0.7952127659574468,0.2474747474747475,car
0.7792553191489362,0.09848484848484848,fish
0.598404255319149,0.7752525252525253,house
0.8670212765957447,0.8964646464646465,tree
0.6303191489361702,0.3383838383838384,bicycle
0.5478723404255319,0.4671717171717172,guitar
0.3191489361702128,0.4621212121212121,pencil
0.4574468085106383,0.4292929292929293,clock
0.776595744680851,0.30303030303030304,car
0.7313829787234043,0.2702020202020202,fish
0.7446808510638298,0.6792929292929293,house
0.550531914893617,0.5984848484848485,tree
0.6622340425531915,0.3686868686868687,bicycle
0.2845744680851064,0.5934343434343434,guitar
0.4441489361702128,0.44696969696969696,pencil
0.523936170212766,0.4090909090909091,clock
0.8404255319148937,0.30303030303030304,car
0.6382978723404256,0.2398989898989899,fish
0.375,0.5606060606060606,house
0.4175531914893617,0.5277777777777778,tree
0.3803191489361702,0.25,bicycle
0.3696808510638298,0.73989898989899,guitar
0.6702127659574468,0.4217171717171717,pencil
0.7978723404255319,0.6868686868686869,clock
0.5372340425531915,0.16414141414141414,car
0.5904255319148937,0.09090909090909091,fish
0.31117021276595747,0.4065656565656566,house
0.40425531914893614,0.6666666666666666,tree
0.21010638297872342,0.1893939393939394,bicycle
0.300531914893617,0.7323232323232324,guitar
0.5,0.3383838383838384,pencil
0.2765957446808511,0.2676767676767677,clock
0.8111702127659575,0.3434343434343434,car
0.523936170212766,0.3005050505050505,fish
0.6329787234042553,0.6666666666666666,house
0.48404255319148937,0.6843434343434344,tree
0.6888297872340425,0.38636363636363635,bicycle
0.6037234042553191,0.8383838383838383,guitar
0.5771276595744681,0.6414141414141414,pencil
0.7393617021276596,0.7121212121212122,clock
0.776595744680851,0.16161616161616163,car
0.8803191489361702,0.2702020202020202,fish
0.5611702127659575,0.44696969696969696,house
0.7898936170212766,0.76010101010101,tree
0.7792553191489362,0.30808080808080807,bicycle
0.8271276595744681,0.2222222222222222,guitar
0.015957446808510637,0.6464646464646465,pencil
0.7792553191489362,0.5782828282828283,clock
0.651595744680851,0.5176767676767676,car
0.6728723404255319,0.2803030303030303,fish
1,0.9570707070707071,house
0.5824468085106383,0.8181818181818182,tree
0.4920212765957447,0.26262626262626265,bicycle
0.5904255319148937,0.6641414141414141,guitar
0.8617021276595744,0.76010101010101,pencil
0.8111702127659575,0.6717171717171717,clock
0.7101063829787234,0.3333333333333333,car
0.7553191489361702,0.41919191919191917,fish
0.4627659574468085,0.4217171717171717,house
0.6303191489361702,0.5126262626262627,tree
0.6728723404255319,0.35353535353535354,bicycle
0.4920212765957447,0.6439393939393939,guitar
0.3829787234042553,0.5025252525252525,pencil
0.5186170212765957,0.5328282828282829,clock
0.6888297872340425,0.25,car
0.5771276595744681,0.18181818181818182,fish
0.3882978723404255,0.44696969696969696,house
0.5824468085106383,0.8106060606060606,tree
0.7898936170212766,0.31565656565656564,bicycle
0.48404255319148937,0.4116161616161616,guitar
0.20212765957446807,0.1919191919191919,pencil
0.4920212765957447,0.4494949494949495,clock
0.8058510638297872,0.4166666666666667,car
0.425531914893617,0.1893939393939394,fish
0.6781914893617021,0.7348484848484849,house
0.5319148936170213,0.5631313131313131,tree
0.6170212765957447,0.5404040404040404,bicycle
0.8058510638297872,0.2398989898989899,guitar
0.013297872340425532,0.5328282828282829,pencil
0.45478723404255317,0.47474747474747475,clock
0.6196808510638298,0.2222222222222222,car
0.4973404255319149,0.17676767676767677,fish
0.5106382978723404,0.6843434343434344,house
0.5691489361702128,0.7575757575757576,tree
0.48138297872340424,0.29545454545454547,bicycle
0.75,0.2601010101010101,guitar
0.15425531914893617,0.5631313131313131,pencil
0.38563829787234044,0.35353535353535354,clock
0.5904255319148937,0.37626262626262624,car
0.5957446808510638,0.4015151515151515,fish
0.5398936170212766,0.3939393939393939,house
0.5611702127659575,0.5353535353535354,tree
0.75,0.4494949494949495,bicycle
0.2765957446808511,0.7777777777777778,guitar
0.5372340425531915,0.7095959595959596,pencil
0.6382978723404256,0.7121212121212122,clock
0.5797872340425532,0.21212121212121213,car
0.3696808510638298,0.2222222222222222,fish
0.6143617021276596,0.6363636363636364,house
0.773936170212766,0.7626262626262627,tree
0.5132978723404256,0.3661616161616162,bicycle
0.4122340425531915,0.797979797979798,guitar
0.06914893617021277,0.6035353535353535,pencil
0.5106382978723404,0.5328282828282829,clock
0.9228723404255319,0.26515151515151514,car
0.8404255319148937,0.4116161616161616,fish
0.9335106382978723,0.6186868686868687,house
0.7898936170212766,0.8661616161616161,tree
0.7047872340425532,0.44696969696969696,bicycle
0.9335106382978723,0.6565656565656566,guitar
0.5611702127659575,0.5075757575757576,pencil
0.48936170212765956,0.44191919191919193,clock
0.75,0.36363636363636365,car
0.6223404255319149,0.30303030303030304,fish
0.48404255319148937,0.4898989898989899,house
0.6914893617021277,0.6616161616161617,tree
0.6648936170212766,0.29292929292929293,bicycle
0.6409574468085106,0.6060606060606061,guitar
0.7313829787234043,0.7272727272727273,pencil
0.4734042553191489,0.42676767676767674,clock
0.7632978723404256,0.4166666666666667,car
0.8191489361702128,0.5732323232323232,fish
0.7207446808510638,0.5328282828282829,house
0.9308510638297872,0.8080808080808081,tree
0.6329787234042553,0.5429292929292929,bicycle
0.7207446808510638,0.7727272727272727,guitar
0.3670212765957447,0.5378787878787878,pencil
0.5664893617021277,0.6818181818181818,clock
0.6037234042553191,0.30808080808080807,car
0.7526595744680851,0.2676767676767677,fish
0.7047872340425532,0.7676767676767676,house
0.625,0.6540404040404041,tree
0.6861702127659575,0.3787878787878788,bicycle
0.8271276595744681,0.6641414141414141,guitar
0.32978723404255317,0.20454545454545456,pencil
0.5398936170212766,0.4595959595959596,clock
1,0.8737373737373737,car
0.7367021276595744,0.45454545454545453,fish
0.24202127659574468,0.5050505050505051,house
0.42021276595744683,0.6136363636363636,tree
0.44148936170212766,0.21212121212121213,bicycle
0.19148936170212766,0.7297979797979798,guitar
0.047872340425531915,0.6767676767676768,pencil
0.5611702127659575,0.6111111111111112,clock
0.8297872340425532,0.42424242424242425,car
0.8377659574468085,0.3055555555555556,fish
0.6063829787234043,0.6843434343434344,house
0.648936170212766,0.7626262626262627,tree
0.6648936170212766,0.6035353535353535,bicycle
0.6941489361702128,0.6136363636363636,guitar
0.7313829787234043,0.4898989898989899,pencil
0.48936170212765956,0.5505050505050505,clock
0.8191489361702128,0.3181818181818182,car
0.5106382978723404,0.2601010101010101,fish
0.5824468085106383,0.6515151515151515,house
0.5372340425531915,0.7550505050505051,tree
0.7074468085106383,0.4797979797979798,bicycle
0.901595744680851,0.702020202020202,guitar
0.1276595744680851,0.7626262626262627,pencil
0.6143617021276596,0.5858585858585859,clock
